name,state,Job_Title,Company_Name,avg_Salary,avg_size,Founded,latitude,longitude,Rating
New York,NY,Senior Data Scientist,"Hopper
3.5",146000.0,1000.0,2007,43.299428,-74.217933,3.5
New York,NY,"Data Scientist, Product Analytics","Noom US
4.5",146000.0,5000.0,2008,43.299428,-74.217933,4.5
New York,NY,Data Science Manager,Decode_M,146000.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,"Director, Data Science","United Entertainment Group
3.4",146000.0,200.0,2007,43.299428,-74.217933,3.4
New York,NY,Data Scientist,"IFG Companies
2.9",146000.0,500.0,1985,43.299428,-74.217933,2.9
New York,NY,Quantitative Researcher,"PDT Partners
4.4",146000.0,200.0,1993,43.299428,-74.217933,4.4
New York,NY,Quantitative Research Associate,Enlightenment Research,146000.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,AI Scientist,"Paige
5.0",146000.0,50.0,2018,43.299428,-74.217933,5.0
New York,NY,Quantitative Researcher,"Jane Street
4.8",146000.0,1000.0,2000,43.299428,-74.217933,4.8
New York,NY,Data Scientist,"Quartet Health
3.9",146000.0,500.0,2014,43.299428,-74.217933,3.9
New York,NY,Data Scientist/Machine Learning,"PulsePoint
4.4",146000.0,200.0,2011,43.299428,-74.217933,4.4
New York,NY,"Data Scientist, Acorn AI Labs","Medidata Solutions
4.3",146000.0,5000.0,1999,43.299428,-74.217933,4.3
New York,NY,Data Scientist,"Point72
3.9",146000.0,5000.0,2014,43.299428,-74.217933,3.9
New York,NY,Data Scientist - Alpha Insights,"Two Sigma
4.4",146000.0,5000.0,2001,43.299428,-74.217933,4.4
New York,NY,Data Scientist,"Affinity Solutions
3.0",146000.0,200.0,1998,43.299428,-74.217933,3.0
New York,NY,"Data Scientist, Analytics","Etsy
3.6",146000.0,1000.0,2005,43.299428,-74.217933,3.6
New York,NY,Data Scientist/ML Engineer,"PA Consulting
3.3",146000.0,5000.0,1943,43.299428,-74.217933,3.3
New York,NY,Data Scientist,"Etsy
3.6",146000.0,1000.0,2005,43.299428,-74.217933,3.6
New York,NY,"VP, Data Science","7Park Data
3.9",146000.0,200.0,2012,43.299428,-74.217933,3.9
New York,NY,"Data Scientist, Disney+ Personalization","Walt Disney Co.
4.0",146000.0,,1923,43.299428,-74.217933,4.0
New York,NY,"Senior Data Scientist, Data Science Operations","Squarespace
3.4",146000.0,5000.0,2003,43.299428,-74.217933,3.4
New York,NY,Quantitative Researcher – Intern (US),"Citadel Securities
4.1",146000.0,500.0,2002,43.299428,-74.217933,4.1
New York,NY,Senior Data Engineer (Healthcare Domain experience required),"Enterprise Integration
3.4",146000.0,200.0,1998,43.299428,-74.217933,3.4
New York,NY,Data Scientist,"WITHIN
4.4",146000.0,200.0,2015,43.299428,-74.217933,4.4
New York,NY,"Data Scientist, Marketplace Economics","Spotify
3.8",146000.0,5000.0,2006,43.299428,-74.217933,3.8
New York,NY,Data Scientist,"Datadog
4.1",146000.0,5000.0,2010,43.299428,-74.217933,4.1
New York,NY,Lead Data Scientist,"Aetna
3.3",146000.0,,1853,43.299428,-74.217933,3.3
New York,NY,"Data Scientist, Personalization","Hungryroot
5.0",146000.0,50.0,2015,43.299428,-74.217933,5.0
New York,NY,Principal Data Scientist,"Aetna
3.3",146000.0,,1853,43.299428,-74.217933,3.3
New York,NY,Data Scientist,"Caserta
4.3",130000.0,200.0,2001,43.299428,-74.217933,4.3
New York,NY,"Data Scientist, Decisions","Lyft
3.7",130000.0,10000.0,2012,43.299428,-74.217933,3.7
New York,NY,Data Scientist,"IBG LLC
4.3",130000.0,500.0,1990,43.299428,-74.217933,4.3
New York,NY,Data Scientist,"CLEAR
3.0",130000.0,5000.0,2010,43.299428,-74.217933,3.0
New York,NY,Data Science Analyst,"GNY Insurance Companies
3.7",130000.0,500.0,1914,43.299428,-74.217933,3.7
New York,NY,"Senior Data Analyst, Insights & Analytics Team [Customer Operations]","Squarespace
3.4",130000.0,5000.0,2003,43.299428,-74.217933,3.4
New York,NY,Data Scientist,"Andiamo
3.5",130000.0,500.0,NULL,43.299428,-74.217933,3.5
New York,NY,Data Scientist,"infarm
4.2",130000.0,1000.0,2013,43.299428,-74.217933,4.2
New York,NY,Data Scientist for Alpha Insights,"Andiamo
3.5",130000.0,500.0,NULL,43.299428,-74.217933,3.5
New York,NY,"Data Scientist, Analytics","Bowery Farming
4.6",130000.0,200.0,2015,43.299428,-74.217933,4.6
New York,NY,Data Scientist,"NorthOne
4.3",130000.0,50.0,NULL,43.299428,-74.217933,4.3
New York,NY,Quantitative Researcher / Quantitative Research Analyst,"Citadel Securities
4.1",130000.0,500.0,2002,43.299428,-74.217933,4.1
New York,NY,Technical Data Consultant,"Braze
4.3",130000.0,1000.0,2011,43.299428,-74.217933,4.3
New York,NY,"Data Scientist, Instagram - Well-being, Trust","Facebook
4.5",130000.0,,2004,43.299428,-74.217933,4.5
New York,NY,Data Science Analyst,MUSIC & Entertainment,130000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Data Scientist, Decisions","Crisis Text Line
3.9",130000.0,200.0,2013,43.299428,-74.217933,3.9
New York,NY,Data Scientist,"Casper
3.4",130000.0,1000.0,2014,43.299428,-74.217933,3.4
New York,NY,Data Scientist/Lead Data Scientist,"BlueLabs
4.7",130000.0,50.0,NULL,43.299428,-74.217933,4.7
New York,NY,Quantitative Research Analyst,"Tower Research Capital
3.6",130000.0,1000.0,1998,43.299428,-74.217933,3.6
New York,NY,"Data Scientist, Analytics & Inference","Codecademy
3.5",130000.0,200.0,2011,43.299428,-74.217933,3.5
New York,NY,Data Analyst,"Point72
3.9",130000.0,5000.0,2014,43.299428,-74.217933,3.9
New York,NY,CIB - Data Scientist,"JPMorgan Chase
3.9",130000.0,,1799,43.299428,-74.217933,3.9
New York,NY,Data Scientist,"viagogo
3.2",130000.0,1000.0,2006,43.299428,-74.217933,3.2
New York,NY,Data Scientist,CompIQ,130000.0,50.0,2015,43.299428,-74.217933,NULL
New York,NY,Lead Data Scientist - 66201BR,"Aetna
3.3",130000.0,,1853,43.299428,-74.217933,3.3
New York,NY,"Data Scientist, Analytics & Inference",Codeacademy,130000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist,"Gallup
4.2",130000.0,5000.0,1935,43.299428,-74.217933,4.2
New York,NY,"Data Scientist, Buyer Experience","eBay
3.6",130000.0,,1995,43.299428,-74.217933,3.6
New York,NY,Data Scientist,"Amazon
3.9",130000.0,,1994,43.299428,-74.217933,3.9
New York,NY,Data Scientist - Forecasting,"Amazon
3.9",130000.0,,1994,43.299428,-74.217933,3.9
New York,NY,Data Scientist - Machine Learning Platform,"Spotify
3.8",133000.0,5000.0,2006,43.299428,-74.217933,3.8
New York,NY,Data Scientist - People Analytics,Doctors Without Borders | Médecins Sans Frontières,133000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist / Engineer,"Snappy
5.0",133000.0,50.0,2015,43.299428,-74.217933,5.0
New York,NY,Data Scientist,Pierce Technology Corp,133000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Applied Data Scientist,"Aptus Health
3.4",133000.0,500.0,2008,43.299428,-74.217933,3.4
New York,NY,People Analytics Data Scientist,"D. E. Shaw & Co.
4.4",133000.0,5000.0,1988,43.299428,-74.217933,4.4
New York,NY,Data Scientist,"Known
3.0",133000.0,500.0,2004,43.299428,-74.217933,3.0
New York,NY,Credit Analytics Manager,"Liberty Lending
4.0",133000.0,200.0,2015,43.299428,-74.217933,4.0
New York,NY,Data Scientist - Nationwide Opportunities,"Amazon
3.9",133000.0,,1994,43.299428,-74.217933,3.9
New York,NY,Data Scientist,"DoSomething.org
3.6",133000.0,200.0,1993,43.299428,-74.217933,3.6
New York,NY,Data Scientist,"ApTask
3.9",133000.0,500.0,2010,43.299428,-74.217933,3.9
New York,NY,Data Scientist,"Match Group
2.8",133000.0,5000.0,1998,43.299428,-74.217933,2.8
New York,NY,Data Scientist - Power BI,"UCI
4.1",133000.0,50.0,NULL,43.299428,-74.217933,4.1
New York,NY,Data Engineer (Python),"Conductor
4.4",99000.0,500.0,2010,43.299428,-74.217933,4.4
New York,NY,Data Scientist,"Interactive Brokers
2.9",99000.0,5000.0,NULL,43.299428,-74.217933,2.9
New York,NY,Data Scientist - Disney Streaming Services,"The Walt Disney Company
4.0",99000.0,,1923,43.299428,-74.217933,4.0
New York,NY,Data Scientist Technical Lead,"Google
4.4",99000.0,,1998,43.299428,-74.217933,4.4
New York,NY,Healthcare Data Scientist,"Milliman
3.8",99000.0,5000.0,1947,43.299428,-74.217933,3.8
New York,NY,Data Scientist - Relocate to Washington D.C.,"CIA
3.8",99000.0,,1947,43.299428,-74.217933,3.8
New York,NY,Senior Data Scientist,"Metroplus Health Plan
2.7",99000.0,5000.0,1985,43.299428,-74.217933,2.7
New York,NY,Data Scientist,Huxley Banking & Financial Services,99000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Data Scientist/Engineer (SAS, R code, Python & Sql (Open to remote Workers))","Medidata Solutions
4.3",99000.0,5000.0,1999,43.299428,-74.217933,4.3
New York,NY,"Data Scientist, Analytics- Instagram-Family Stories","Facebook
4.5",99000.0,,2004,43.299428,-74.217933,4.5
New York,NY,Data Scientist,One Drop,99000.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,Point72 Data Scientist,"Point72
3.9",99000.0,5000.0,2014,43.299428,-74.217933,3.9
New York,NY,"Data Scientist II, Data, Models & Decisions","LivePerson, Inc.
3.3",99000.0,5000.0,1995,43.299428,-74.217933,3.3
New York,NY,Data Scientist,Microagility,99000.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist/Data Architect,Financial Services Company,99000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,AI - Quantitative Research Scientist,"Bloomberg
3.8",99000.0,,1981,43.299428,-74.217933,3.8
New York,NY,Data Scientist,"Koch Industries
3.6",99000.0,,1940,43.299428,-74.217933,3.6
New York,NY,Data Scientist - Altdata,"Huxley
3.3",99000.0,500.0,1995,43.299428,-74.217933,3.3
New York,NY,Data Analyst,"NYU Langone Health
4.1",99000.0,,1841,43.299428,-74.217933,4.1
New York,NY,Data Scientist,"Gate Staffing LLC
2.8",99000.0,50.0,2010,43.299428,-74.217933,2.8
New York,NY,Data Scientist,ConcertAI,99000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Data Scientist, Recommendations","Tapestry
3.4",99000.0,,2017,43.299428,-74.217933,3.4
New York,NY,"Data Scientist, Analytics & Insights","Tapestry
3.4",99000.0,,2017,43.299428,-74.217933,3.4
New York,NY,Data Scientist,"CKM Advisors
2.9",99000.0,200.0,2011,43.299428,-74.217933,2.9
New York,NY,Machine Learning Engineer/Scientist,"Jane Street
4.8",99000.0,1000.0,2000,43.299428,-74.217933,4.8
New York,NY,Point72 Healthcare Data Scientist,"Point72
3.9",99000.0,5000.0,2014,43.299428,-74.217933,3.9
New York,NY,Senior Data Scientist - Automated Marketing,"Spotify
3.8",99000.0,5000.0,2006,43.299428,-74.217933,3.8
New York,NY,Data Scientist,"Averity
5.0",99000.0,50.0,2014,43.299428,-74.217933,5.0
New York,NY,Data Scientist,"The CARIAN Group
4.2",99000.0,50.0,NULL,43.299428,-74.217933,4.2
New York,NY,Machine Learning & Data Engineer (Remote),"Jun Group Productions LLC
4.7",111500.0,200.0,2005,43.299428,-74.217933,4.7
New York,NY,Data Scientist,GradTests (gradtests.com),111500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist,"Committee of 100
2.8",111500.0,50.0,NULL,43.299428,-74.217933,2.8
New York,NY,Data Scientist / Statistician,"NJF Global Holdings
4.2",111500.0,200.0,2003,43.299428,-74.217933,4.2
New York,NY,Data Analyst,"DMGT
4.0",111500.0,10000.0,1896,43.299428,-74.217933,4.0
New York,NY,Data Scientist (Java),"ubergig
4.9",111500.0,50.0,2009,43.299428,-74.217933,4.9
New York,NY,Data Scientist,"OneWire
4.0",111500.0,50.0,2007,43.299428,-74.217933,4.0
New York,NY,Data Scientist,"Thomas
3.4",111500.0,500.0,1898,43.299428,-74.217933,3.4
New York,NY,Data Scientist,"TBWA\Chiat\Day
2.7",111500.0,5000.0,1968,43.299428,-74.217933,2.7
New York,NY,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5",111500.0,,1862,43.299428,-74.217933,3.5
New York,NY,Data Scientist,"Harry and David, LLC
3.4",111500.0,1000.0,1934,43.299428,-74.217933,3.4
New York,NY,Data Science Specialist USA,"Mphasis limited
3.3",111500.0,,1992,43.299428,-74.217933,3.3
New York,NY,Senior Data Scientist,"Foursquare
2.5",111500.0,500.0,2009,43.299428,-74.217933,2.5
New York,NY,Data Scientist,Glean Analytics Inc.,111500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Quantitative Developer, Data & Institutional Markets","Ripple
4.4",111500.0,500.0,2012,43.299428,-74.217933,4.4
New York,NY,"Data Scientist, Two Sigma Private Investments","Two Sigma
4.4",111500.0,5000.0,2001,43.299428,-74.217933,4.4
New York,NY,"Senior Data Scientist, Game Analytics","Rockstar Games
4.1",111500.0,5000.0,1998,43.299428,-74.217933,4.1
New York,NY,Data Scientist,"TechProjects
4.8",111500.0,50.0,2011,43.299428,-74.217933,4.8
New York,NY,Data Scientist,"Spring Health
3.6",111500.0,50.0,2016,43.299428,-74.217933,3.6
New York,NY,Senior Data Scientist,"Grubhub
3.8",111500.0,5000.0,2004,43.299428,-74.217933,3.8
New York,NY,Data Scientist,"SkillSoniq
5.0",111500.0,,NULL,43.299428,-74.217933,5.0
New York,NY,Data Scientist - Demand Forecasting,"Amazon
3.9",111500.0,,1994,43.299428,-74.217933,3.9
New York,NY,Senior Data Scientist,"Arena
4.5",111500.0,50.0,2014,43.299428,-74.217933,4.5
New York,NY,Quantitative Analyst Intern,"D. E. Shaw & Co.
4.4",111500.0,5000.0,1988,43.299428,-74.217933,4.4
New York,NY,"Data Scientist / Analytics, Data Engineering","Sphinix Solutions
1.0",111500.0,50.0,NULL,43.299428,-74.217933,1.0
New York,NY,Data Analyst (Games),Carry1st,111500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist,"Lorven Technologies Inc
4.0",111500.0,50.0,NULL,43.299428,-74.217933,4.0
New York,NY,Sports Betting Data Scientist,Line Sniper,111500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist,"Strategic Financial Solutions
3.6",111500.0,1000.0,2007,43.299428,-74.217933,3.6
New York,NY,Data Scientist,"Voice
3.4",169500.0,,NULL,43.299428,-74.217933,3.4
New York,NY,Data Engineer,"Seated
4.7",169500.0,50.0,2017,43.299428,-74.217933,4.7
New York,NY,"Senior / Data Scientist, Ads and Messaging R&D","Spotify
3.8",169500.0,5000.0,2006,43.299428,-74.217933,3.8
New York,NY,Data Scientist/Data Science Instructor (Part-time),"NYC Data Science Academy
4.9",169500.0,50.0,2014,43.299428,-74.217933,4.9
New York,NY,Federal - Data Scientist,"Solekai Systems Corp
4.2",169500.0,50.0,2002,43.299428,-74.217933,4.2
New York,NY,"Senior Analyst, Data Science","Roku
3.9",169500.0,5000.0,2002,43.299428,-74.217933,3.9
New York,NY,Senior Data Scientist,"Oliver Wyman
4.4",169500.0,5000.0,1984,43.299428,-74.217933,4.4
New York,NY,Machine Learning Researcher / Data Scientist,"J Harlan Group, LLC",169500.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,Applied Scientist,"Amazon
3.9",169500.0,,1994,43.299428,-74.217933,3.9
New York,NY,Quantitative Researcher - Portfolio Modeling,Edward Daniels Group,169500.0,50.0,2007,43.299428,-74.217933,NULL
New York,NY,Data Analyst,"Whip Media Group
5.0",169500.0,200.0,2016,43.299428,-74.217933,5.0
New York,NY,Investment & Data Science Intern,"JAG Capital
4.0",169500.0,50.0,NULL,43.299428,-74.217933,4.0
New York,NY,Data Scientist(s)/Machine Learning Engineer,"Blue Horizon Tek Solutions
5.0",169500.0,50.0,1987,43.299428,-74.217933,5.0
New York,NY,CCB F&BM - Quantitative Modeler / Data Scientist - Marketing - Associate,"JPMorgan Chase Bank, N.A.
3.9",169500.0,,1799,43.299428,-74.217933,3.9
New York,NY,Data Scientist,"NPD
3.8",169500.0,5000.0,1966,43.299428,-74.217933,3.8
New York,NY,Data Science & Machine Learning Research Intern,Altversity,169500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Sr. Data Scientist/Data Engineer, AI (Tech Delivery Lead) – New York, NY/Dallas, TX","Fujitsu
3.3",169500.0,,1935,43.299428,-74.217933,3.3
New York,NY,Data Scientist,"1-800-Flowers
2.8",169500.0,5000.0,1976,43.299428,-74.217933,2.8
New York,NY,"Senior Data Scientist, Real World EvidenceNY","Flatiron Health
4.0",169500.0,1000.0,2012,43.299428,-74.217933,4.0
New York,NY,Data Scientist - Leading Quant Hedge Fund,Edward Daniels Group,169500.0,50.0,2007,43.299428,-74.217933,NULL
New York,NY,Data Scientist II,"MediaMath
3.6",169500.0,1000.0,2007,43.299428,-74.217933,3.6
New York,NY,Data Scientist,The Organic Recruiter,169500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist,"Via Transportation
3.7",169500.0,1000.0,2012,43.299428,-74.217933,3.7
New York,NY,Data Scientist,Biotenico Research and Development Company,169500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Principal Associate, Data Scientist - Small Business Card, Entity Resolution","Capital One
3.9",169500.0,,1994,43.299428,-74.217933,3.9
New York,NY,Principal Data Scientist,"Gallup
4.2",169500.0,5000.0,1935,43.299428,-74.217933,4.2
New York,NY,Data Scientist,"Building Service 32BJ Benefit Funds
1.9",169500.0,500.0,NULL,43.299428,-74.217933,1.9
New York,NY,"Lead Data Scientist, R&D Team","Marsh
3.5",169500.0,,1871,43.299428,-74.217933,3.5
New York,NY,Data Analyst,"Undertone
3.8",205000.0,500.0,2001,43.299428,-74.217933,3.8
New York,NY,Business Intelligence Analyst,"Simple Health
4.4",205000.0,200.0,2015,43.299428,-74.217933,4.4
New York,NY,Product Data Analyst,"Galileo
5.0",205000.0,50.0,NULL,43.299428,-74.217933,5.0
New York,NY,Data Analyst,"City of New York
3.4",205000.0,,1625,43.299428,-74.217933,3.4
New York,NY,Data Scientist,"Catholic Health Services of Long Island
3.1",205000.0,,1997,43.299428,-74.217933,3.1
New York,NY,"Lead Data Scientist, R&D Team","Marsh & McLennan Companies, Inc.
3.4",205000.0,,1871,43.299428,-74.217933,3.4
New York,NY,Data Analyst,"Pozent
3.5",205000.0,50.0,NULL,43.299428,-74.217933,3.5
New York,NY,Senior Data Scientist,Entera,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Sr. Data Scientist,"Mediaocean
4.0",205000.0,1000.0,1967,43.299428,-74.217933,4.0
New York,NY,Senior Data Scientist,"The Trade Desk
3.4",205000.0,5000.0,2009,43.299428,-74.217933,3.4
New York,NY,Data Science Intern,The Buttonwood Tree,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Senior Data Scientist,"NYC Health + Hospitals
3.6",205000.0,10000.0,NULL,43.299428,-74.217933,3.6
New York,NY,NLP Machine Learning Engineer,"Samsung NEXT
3.0",205000.0,500.0,2012,43.299428,-74.217933,3.0
New York,NY,Senior Data Scientist,"Landis
5.0",205000.0,50.0,2017,43.299428,-74.217933,5.0
New York,NY,Senior Data Scientist,"NewtonX
4.1",205000.0,50.0,2017,43.299428,-74.217933,4.1
New York,NY,"Data Analyst, Bitcoin Trading Firm",Fintech Recruiters,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"VP, Data Scientist","Spot.IM
4.5",205000.0,200.0,2012,43.299428,-74.217933,4.5
New York,NY,Senior Data Engineer,"Tapad
4.2",205000.0,200.0,2010,43.299428,-74.217933,4.2
New York,NY,Data Scientist,Amber People,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Senior Data Scientist,"Thrasio
5.0",205000.0,200.0,2018,43.299428,-74.217933,5.0
New York,NY,Deployed Data Scientist,ConcertAI,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Scientist,CompuForce,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Senior / Data Scientist, Advertising Business","Spotify
3.8",205000.0,5000.0,2006,43.299428,-74.217933,3.8
New York,NY,Data Scientist,Wisestep,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,"Data Scientist, Voter Data",Hawkfish,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Science Analyst/Engineer,"NYU Langone Health
4.1",205000.0,,1841,43.299428,-74.217933,4.1
New York,NY,Data Scientist - Disney Streaming Services,"Disney Streaming Services
3.6",205000.0,1000.0,2018,43.299428,-74.217933,3.6
New York,NY,Data Scientist,HireAi,205000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Analyst,"Vettery
3.1",205000.0,500.0,2013,43.299428,-74.217933,3.1
New York,NY,Data Scientist,"TEKREQS, Inc.
1.0",205000.0,50.0,NULL,43.299428,-74.217933,1.0
New York,NY,"Manager, Data Scientist Recommendations","Tapestry
3.4",133000.0,,2017,43.299428,-74.217933,3.4
New York,NY,Lead Data Scientist,"eBay
3.6",133000.0,,1995,43.299428,-74.217933,3.6
New York,NY,Senior Data Scientist,"Bowery Farming
4.6",133000.0,200.0,2015,43.299428,-74.217933,4.6
New York,NY,Principal Data Scientist,"Slice (NY)
4.0",133000.0,200.0,2010,43.299428,-74.217933,4.0
New York,NY,Scientist Data Analytics,"TEEMA
4.7",133000.0,500.0,2008,43.299428,-74.217933,4.7
New York,NY,Data Engineer,"Mark43
4.4",133000.0,200.0,2012,43.299428,-74.217933,4.4
New York,NY,Hiring Data Scientist/AI/ML,"Comtech Global Inc
4.0",133000.0,200.0,NULL,43.299428,-74.217933,4.0
New York,NY,Data Analyst,"MediaMath
3.6",133000.0,1000.0,2007,43.299428,-74.217933,3.6
New York,NY,Lead Data Scientist,"Rockstar Games
4.1",133000.0,5000.0,1998,43.299428,-74.217933,4.1
New York,NY,Machine Learning Engineer,"Temboo
3.9",133000.0,50.0,NULL,43.299428,-74.217933,3.9
New York,NY,Data Scientist,"Management Decisions, Inc.
1.6",133000.0,50.0,NULL,43.299428,-74.217933,1.6
New York,NY,Sr. Data Scientist II,"Argo Group US
3.5",133000.0,5000.0,1948,43.299428,-74.217933,3.5
New York,NY,Senior Data Scientist - R&D Oncology,"AstraZeneca
4.0",133000.0,,1913,43.299428,-74.217933,4.0
New York,NY,Data Science and Analytics,"Two95 International Inc.
4.0",133000.0,50.0,NULL,43.299428,-74.217933,4.0
New York,NY,Data Analyst,"FINRA
3.5",133000.0,5000.0,2007,43.299428,-74.217933,3.5
New York,NY,Data Scientist,"Prolancer
5.0",133000.0,50.0,NULL,43.299428,-74.217933,5.0
New York,NY,Data Scientist Product Manager,"Thrasio
5.0",133000.0,200.0,2018,43.299428,-74.217933,5.0
New York,NY,"Senior Data Scientist, Real World Evidence","Flatiron Health
4.0",133000.0,1000.0,2012,43.299428,-74.217933,4.0
New York,NY,Data Scientist/Python Developer,"EDP World, Inc.
3.5",133000.0,50.0,1968,43.299428,-74.217933,3.5
New York,NY,"Software Engineer - Data Engineering, Finance Products","Squarespace
3.4",133000.0,5000.0,2003,43.299428,-74.217933,3.4
New York,NY,Intern- Martech & Data Consulting,"Havas Worldwide
3.2",133000.0,,1999,43.299428,-74.217933,3.2
New York,NY,Data Engineer,"B12
4.7",133000.0,50.0,2015,43.299428,-74.217933,4.7
New York,NY,Senior Data Scientist,"Averity
5.0",133000.0,50.0,2014,43.299428,-74.217933,5.0
New York,NY,"Senior Scientist, Computational Biology","Icahn School of Medicine at Mount Sinai
3.9",133000.0,5000.0,NULL,43.299428,-74.217933,3.9
New York,NY,Senior Data Scientist,"CyberCoders
4.2",133000.0,500.0,1999,43.299428,-74.217933,4.2
New York,NY,Data Engineer,"GNY Insurance Companies
3.7",133000.0,500.0,1914,43.299428,-74.217933,3.7
New York,NY,Sr Data Scientist,"Healthfirst (New York)
3.1",133000.0,5000.0,1993,43.299428,-74.217933,3.1
New York,NY,Data Scientist,"Visiting Nurse Service of New York
3.8",133000.0,,1893,43.299428,-74.217933,3.8
New York,NY,Data Visualization Engineer,"Point72
3.9",134000.0,5000.0,2014,43.299428,-74.217933,3.9
New York,NY,Quantitative Researcher - Alpha Capture,Kepler Fi,134000.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Research Scientist,"NYU Langone Health
4.1",134000.0,,1841,43.299428,-74.217933,4.1
New York,NY,Principal Data Scientist,"Slice
3.8",134000.0,500.0,2016,43.299428,-74.217933,3.8
New York,NY,Machine Learning Engineer,"Peloton Interactive
3.8",134000.0,5000.0,2012,43.299428,-74.217933,3.8
New York,NY,"Senior Data Scientist, Treasury Product Manager","Bank of America
3.7",134000.0,,1904,43.299428,-74.217933,3.7
New York,NY,Data Scientist - Market and Sales Analytics,"Riskified
4.4",134000.0,1000.0,2013,43.299428,-74.217933,4.4
New York,NY,Sr. Data Scientist,"Amazon
3.9",134000.0,,1994,43.299428,-74.217933,3.9
New York,NY,Data Scientist (Fintech),"ingenium.agency
5.0",134000.0,50.0,2016,43.299428,-74.217933,5.0
New York,NY,Data Scientist I Seller Development,"Amazon
3.9",134000.0,,1994,43.299428,-74.217933,3.9
New York,NY,"Applied Scientist, Machine Learning (BK or SF)","Etsy
3.6",134000.0,1000.0,2005,43.299428,-74.217933,3.6
New York,NY,Quantitative Researcher,"NJF Global Holdings
4.2",134000.0,200.0,2003,43.299428,-74.217933,4.2
New York,NY,Quantum Data Scientist (Industrial-Process sector),"IBM
3.7",134000.0,,1911,43.299428,-74.217933,3.7
New York,NY,Principal Data Scientist,"Caserta
4.3",134000.0,200.0,2001,43.299428,-74.217933,4.3
New York,NY,Small Business Lending Data Scientist,"Credibly
3.5",134000.0,200.0,2010,43.299428,-74.217933,3.5
New York,NY,"Data Scientist, Primary Research (Disney Streaming Services)","Walt Disney Co.
4.0",134000.0,,1923,43.299428,-74.217933,4.0
New York,NY,"Machine Learning Engineer, Computer Vision","Samsung NEXT
3.0",134000.0,500.0,2012,43.299428,-74.217933,3.0
New York,NY,Sr Data Scientist,"Healthfirst
3.1",152000.0,5000.0,1993,43.299428,-74.217933,3.1
New York,NY,"Senior Data Analyst, Disney+","The Walt Disney Company
4.0",152000.0,,1923,43.299428,-74.217933,4.0
New York,NY,Quantitative Researcher,"LaBine & Associates
5.0",152000.0,50.0,2013,43.299428,-74.217933,5.0
New York,NY,Data Analyst,"Andiamo
3.5",152000.0,500.0,NULL,43.299428,-74.217933,3.5
New York,NY,Marketing Data Analyst,"Current
3.6",152000.0,500.0,NULL,43.299428,-74.217933,3.6
New York,NY,"Senior Data Scientist, Product Analytics","Slice
4.4",152000.0,200.0,2010,43.299428,-74.217933,4.4
New York,NY,Data Science & Analytics Manager,Kinship,152000.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,Machine Learning Engineer,"The Trevor Project
4.6",152000.0,200.0,NULL,43.299428,-74.217933,4.6
New York,NY,Engineering Team Lead - Data Science,"Datadog
4.1",152000.0,5000.0,2010,43.299428,-74.217933,4.1
New York,NY,Data Engineer,Pinto,152000.0,50.0,NULL,43.299428,-74.217933,NULL
New York,NY,Senior Data Scientist,"Huxley
3.3",152000.0,500.0,1995,43.299428,-74.217933,3.3
New York,NY,Research Scientist - Machine Learning,"Samsung Research America
3.5",124500.0,5000.0,1988,43.299428,-74.217933,3.5
New York,NY,Computer Vision Image Analytics Data Scientist,Wise Skulls,124500.0,,NULL,43.299428,-74.217933,NULL
New York,NY,Data Engineer - Talent Pool,"Colgate-Palmolive
4.1",124500.0,,1806,43.299428,-74.217933,4.1
